,title,studio,domestic_gross,foreign_gross,year,genre_ids,id,popularity,release_date,vote_average,vote_count
1441,The Basement,,,,,[],268947,0.904,2010-01-01,1.5,2
1442,Somebody Help Me 2,,,,,[27],114010,0.899,2010-10-29,5.1,5
1443,Martino's Summer,,,,,[18],72097,0.895,2010-12-09,9.0,1
1444,Special When Lit,,,,,[99],66720,0.893,2010-10-17,7.2,17
1445,Gunfight at La Mesa,,,,,[37],39049,0.889,2010-05-18,5.0,1
1446,The Irony of Love,,,,,"[10749, 35]",63283,0.887,2010-11-11,4.6,7
1447,LennoNYC,,,,,[99],59206,0.881,2010-09-25,7.5,8
1448,Mandie and the Cherokee Treasure,,,,,"[12, 18, 28, 10751]",77305,0.88,2010-10-15,4.8,6
1449,The Big Sleaze,,,,,"[35, 28]",492413,0.878,2010-06-28,9.0,1
1450,The Beast Pageant,,,,,[14],83126,0.878,2010-09-26,9.0,1
1451,Slimed,,,,,"[28, 12]",63478,0.878,2010-01-01,7.0,1
1452,Whatever She Wants,,,,,[],329223,0.878,2010-02-02,2.0,1
1453,The Chemical Brothers - Further,,,,,[],99974,0.874,2010-06-14,10.0,1
1454,Phish: Live In Utica,,,,,[],64603,0.874,2010-10-20,10.0,1
1455,9/11: The Great Illusion: End Game of the Illuminati,,,,,"[80, 99]",61926,0.874,2010-12-29,10.0,1
1456,Weapon X - Codename: Wolverine,,,,,[],60830,0.874,2010-10-01,10.0,1
1457,Perfect Combination,,,,,"[35, 10749]",40240,0.874,2010-05-04,10.0,1
1458,Serj Tankian: Elect The Dead Symphony,,,,,[10402],34649,0.874,2010-03-09,10.0,1
1459,Carmen Got Expelled!,,,,,"[16, 35, 10751]",512665,0.874,2010-03-05,8.0,1
1460,P.O.R Takeover,,,,,"[28, 35]",391112,0.874,2010-04-03,8.0,1
1461,Ahead of Time: The Extraordinary Journey of Ruth Gruber,,,,,"[36, 99]",110696,0.874,2010-09-10,8.0,1
1462,Bee Gees - In Our Own Time,,,,,[10402],110286,0.874,2010-11-11,8.0,1
1463,Stoked And Broke,,,,,[],93476,0.874,2010-12-15,8.0,1
1464,Getting High in the Barrio,,,,,[35],46550,0.874,2010-06-08,8.0,1
1465,Paul Mooney: It's the End of the World,,,,,[35],41447,0.874,2010-02-16,7.5,1
1466,Everything You Always Wanted To Know About Gay Porn Stars,,,,,[99],330554,0.874,2010-07-27,7.0,1
1467,Carole King & James Taylor: Live at the Troubadour,,,,,[10402],76100,0.874,2010-05-04,7.0,1
1468,Nick Thune: Thick Noon,,,,,[35],55886,0.874,2010-02-22,7.0,1
1469,Gerrymandering,,,,,[99],89866,0.874,2010-10-15,6.0,1
1470,The Horror Vault 3,,,,,"[35, 27]",281707,0.874,2010-07-13,4.0,1
1471,Unanswered Prayers,,,,,"[18, 10770]",74559,0.874,2010-11-29,4.0,1
1472,Made... The Movie,,,,,[],46763,0.874,2010-08-24,4.0,1
1473,Our Valley,,,,,[35],404128,0.874,2010-09-15,1.0,1
1474,Zombie Christ,,,,,[27],86658,0.874,2010-10-27,1.0,1
1475,Set Off,,,,,"[35, 80]",90772,0.873,2010-04-01,7.0,1
1476,Runaway,,,,,"[10402, 14, 10749]",48018,0.872,2010-10-23,7.7,15
1477,Krews,,,,,"[18, 53]",63949,0.864,2010-03-01,4.6,5
1478,Yaroslav. A Thousand Years Ago,,,,,"[28, 18, 36]",51271,0.864,2010-11-11,4.6,5
1479,As Night Falls,,,,,"[27, 28]",30510,0.864,2010-01-01,2.4,5
1480,White Wall,,,,,"[28, 18, 14, 878, 53]",36511,0.854,2010-05-25,2.9,8
1481,Great Directors,,,,,[99],85963,0.853,2010-07-02,6.3,7
1482,MutantLand,,,,,"[27, 16, 878]",455424,0.844,2010-06-01,5.2,5
1483,Freestyle,,,,,"[18, 10749]",52271,0.843,2010-05-03,4.3,6
1484,For Neda,,,,,[99],79829,0.841,2010-06-14,6.7,5
1485,Leap,,,,,[28],352044,0.84,2010-01-22,10.0,1
1486,Nick Jonas & The Administration: Live At Wiltern,,,,,[],136625,0.84,2010-05-11,10.0,1
1487,The Teacher,,,,,[],210793,0.84,2010-04-17,8.0,1
1488,Fortune Teller,,,,,[99],152508,0.84,2010-01-01,8.0,1
1489,Cruzando el límite,,,,,[18],78795,0.84,2010-11-02,8.0,3
1490,A Small Act,,,,,[99],58493,0.84,2010-01-01,8.0,2
1491,Danny & Annie,,,,,"[16, 18]",235436,0.84,2010-08-01,7.8,4
1492,Marathon Boy,,,,,[99],81646,0.84,2010-01-01,7.3,4
1493,Clutch: Fortune Tellers Make a Killing Nowadays,,,,,[],496145,0.84,2010-05-31,7.0,1
1494,Chronological Order,,,,,[878],462493,0.84,2010-01-01,7.0,1
1495,"One, the Story of a Goal",,,,,[99],254448,0.84,2010-03-11,7.0,1
1496,The Universe 7 Wonders of the Solar System in 3D,,,,,[99],164531,0.84,2010-06-29,7.0,1
1497,Stonewall Uprising,,,,,[99],131880,0.84,2010-06-16,6.3,3
1498,Love and Theft,,,,,[],142666,0.84,2010-05-13,6.2,3
1499,El espíritu de la salsa,,,,,[99],229450,0.84,2010-04-22,6.0,1
1500,Harp Dreams,,,,,"[10402, 99]",170439,0.84,2010-06-23,6.0,1
1501,Zero,,,,,"[28, 18]",36410,0.84,2010-02-06,5.8,6
1502,For the Good of Others,,,,,"[53, 18, 878]",53739,0.84,2010-06-03,5.6,17
1503,The Sentimental Engine Slayer,,,,,[],165344,0.84,2010-04-22,5.5,2
1504,The Lottery,,,,,"[99, 53]",54812,0.84,2010-06-11,5.5,2
1505,The Paranoids,,,,,"[18, 35, 10749]",44989,0.84,2010-01-23,5.3,3
1506,Last Remaining Light,,,,,"[53, 27, 9648]",280774,0.84,2010-03-05,5.3,2
1507,The Guardian,,,,,[18],248649,0.84,2010-10-01,5.3,2
1508,Honest Man: The Life of R. Budd Dwyer,,,,,[99],63954,0.84,2010-10-09,5.3,4
1509,Staring Into the Sun,,,,,[],498398,0.84,2010-06-24,5.0,1
1510,Andre,,,,,"[27, 18]",226994,0.84,2010-06-23,5.0,1
1511,Who Took the Bomp? Le Tigre on Tour,,,,,[99],125941,0.84,2010-06-05,5.0,1
1512,Brutal Beauty: Tales of the Rose City Rollers,,,,,[99],92464,0.84,2010-01-09,5.0,3
1513,Broad Street Bullies,,,,,"[99, 10770]",83756,0.84,2010-05-04,4.9,4
1514,Fashion Victim,,,,,[53],41641,0.84,2010-01-22,4.7,3
1515,Five Star Day,,,,,"[18, 10749]",82938,0.84,2010-04-22,4.3,9
1516,New Garage Explosion: In Love with These Times,,,,,[99],226590,0.84,2010-11-09,4.3,2
1517,Card Subject To Change,,,,,[99],93498,0.84,2010-02-13,4.3,2
1518,Frank DanCoolo: Paranormal Drug Dealer,,,,,[],178510,0.84,2010-02-18,4.0,2
1519,Sci-Fi High: The Movie Musical,,,,,"[35, 878, 10402]",96431,0.84,2010-04-04,4.0,1
1520,Westbrick Murders,,,,,"[27, 28, 53]",34640,0.84,2010-01-01,3.5,4
1521,Killer Clown,,,,,"[53, 27, 28]",273565,0.84,2010-01-01,2.5,2
1522,Alice in Nephernalia,,,,,"[18, 14, 35]",197784,0.84,2010-01-01,2.0,1
1523,The Last Vampire On Earth,,,,,[27],142709,0.84,2010-01-01,2.0,1
1524,Vampegeddon,,,,,[27],71102,0.84,2010-05-05,2.0,3
1525,Deception,,,,,[],355743,0.84,2010-12-27,1.0,1
1526,Re-Generator,,,,,"[28, 878]",194834,0.84,2010-01-23,1.0,1
1527,The Manifesto: The Globalist Agenda and You,,,,,"[53, 80]",164681,0.84,2010-05-06,1.0,1
1528,Close Enemy,,,,,"[28, 18]",52812,0.84,2010-12-20,1.0,2
1529,Pastor Shepherd,,,,,[35],262742,0.839,2010-04-16,3.8,8
1530,Dirty Pictures,,,,,[99],73852,0.834,2010-03-13,5.9,8
1531,Get Out,Uni.,176000000.0,79400000,2017.0,"[35, 16]",130627,0.834,2010-02-01,5.5,8
1532,Three Wise Women,,,,,[],81394,0.83,2010-12-14,4.9,7
1533,America The Story of Us,,,,,[99],105177,0.824,2010-09-14,6.0,1
1534,Embracing Chaos: Making the African Queen,,,,,[99],135330,0.811,2010-01-01,6.5,6
1535,The Final Prophecies,,,,,"[99, 36]",72723,0.804,2010-04-01,7.9,7
1536,Happiness Runs,,,,,[18],42478,0.804,2010-05-14,4.9,7
1537,Stranger Things,,,,,[18],182026,0.802,2013-04-05,8.0,14
1538,The House That Drips Blood on Alex,,,,,[],78453,0.802,2010-10-14,3.9,9
1539,Dark Woods,,,,,"[18, 27, 53]",50604,0.799,2010-03-06,4.8,6
1540,Tell-Tale,,,,,[],162880,0.792,2010-03-31,5.9,4
1541,Astonishing X-Men: Gifted,,,,,"[16, 28, 878]",256361,0.787,2010-09-28,6.0,3
1542,Street Fighter: Legacy,,,,,"[28, 12, 14]",37496,0.774,2010-05-02,7.3,6
1543,An Old Fashioned Christmas,,,,,[18],112341,0.774,2010-12-11,4.3,4
1544,Two Horses of Genghis Khan,,,,,[99],63853,0.772,2009-10-30,5.2,3
1545,Good and Kind People Are Living in the World,,,,,"[35, 18]",59094,0.772,2010-11-11,3.6,4
1546,Storm Seekers,,,,,"[28, 53]",55786,0.771,2010-01-27,3.7,4
1547,Bad Company - Hard Rock Live,,,,,[10402],59818,0.77,2010-02-09,5.5,5
1548,Class,,,,,"[18, 10749]",259849,0.769,2010-08-14,6.5,5
1549,Beautiful Darling,,,,,[99],226247,0.769,2010-04-02,6.4,4
1550,Just Like Me,,,,,[35],49073,0.769,2010-08-12,6.3,4
1551,Stacy's Mom,,,,,"[35, 10749]",113028,0.769,2010-07-01,2.4,4
1552,Life 2.0,,,,,[99],85039,0.764,2010-01-22,6.2,14
1553,The Ugly Duckling,,,,,"[16, 10751]",51281,0.75,2010-10-10,6.3,4
1554,Chihuahua: The Movie,,,,,[10751],69940,0.746,2010-01-01,5.8,5
1555,Thought of You,,,,,[],129731,0.744,2010-05-01,6.2,5
1556,Modus Operandi,,,,,"[28, 53, 80]",89847,0.744,2010-09-10,6.1,5
1557,Turn the Beat Around,,,,,[18],34557,0.744,2010-02-26,4.9,5
1558,I Want Your Money,,,,,[99],47546,0.744,2010-07-06,4.2,5
1559,Multiple Sarcasms,,,,,"[18, 10749]",39042,0.74,2010-05-07,5.9,4
1560,Love Chronicles: Secrets Revealed,,,,,"[35, 18, 10749]",42338,0.739,2010-07-12,2.5,2
1561,Anaconda: Queen of the Serpents,,,,,[],118046,0.738,2010-01-01,6.0,2
1562,Klown Kamp Massacre,,,,,[27],251124,0.737,2010-05-03,4.7,3
1563,Journey: Live in Manila,,,,,[10402],67045,0.737,2010-10-26,4.7,3
1564,Club of Happiness,,,,,"[35, 10749]",50790,0.737,2010-12-20,1.3,2
1565,Lovers of Hate,,,,,[35],80435,0.734,2010-02-11,5.0,3
1566,Pig,,,,,[27],76400,0.734,2010-04-17,3.5,4
1567,Heart of Now,,,,,[18],169590,0.731,2010-06-10,5.4,4
1568,My Bloody Wedding,,,,,[35],58728,0.731,2010-08-20,2.9,4
1569,Star Trek: Tik Tok,,,,,"[878, 10402]",499203,0.722,2010-04-17,6.0,1
1570,SuicideGirls: Guide to Living,,,,,[99],34720,0.72,2010-03-16,5.5,3
1571,Lucky,,,,,"[35, 99, 10749]",63075,0.714,2010-01-24,7.0,4
1572,Furious Love,,,,,[99],57513,0.714,2010-06-01,6.6,4
1573,Samurai,,,,,[99],234945,0.714,2010-01-11,6.0,4
1574,Strawberry Shortcake's Berry Bitty Adventures,,,,,[],202108,0.714,2010-11-01,5.8,4
1575,Cultures of Resistance,,,,,[99],76626,0.714,2010-05-18,5.6,4
1576,Marijuana: A Chronic History,,,,,[99],53349,0.714,2010-11-03,5.6,4
1577,See What I'm Saying: The Deaf Entertainers Documentary,,,,,[99],96108,0.714,2010-03-19,5.3,4
1578,Na Oshchup,,,,,[],59092,0.71,2010-11-11,3.8,3
1579,If A Tree Falls,,,,,"[27, 53]",96271,0.71,2010-01-01,2.0,3
1580,The Way I See It,,,,,[],55025,0.708,2010-09-25,4.5,2
1581,Disconnect,LD,1400000.0,,2013.0,"[53, 9648, 80, 878]",200094,0.706,2010-08-06,6.7,3
1582,Death Hunter,,,,,[27],65861,0.706,2010-01-01,2.5,2
1583,Wartorn: 1861-2010,,,,,"[99, 10752]",49542,0.705,2010-11-11,5.5,3
1584,Heterosexuals,,,,,[35],58249,0.703,2010-04-20,10.0,1
1585,The Women of SNL,,,,,[35],292097,0.703,2010-11-01,8.0,1
1586,Your Lucky Day,,,,,"[18, 28]",147875,0.703,2010-05-22,7.0,1
1587,"Sex, Drugs & Religion",,,,,"[35, 99]",29465,0.702,2010-01-01,5.3,2
1588,Another Harvest Moon,,,,,[18],134472,0.701,2010-10-06,5.0,2
1589,Maria Bamford: Plan B,,,,,[35],55801,0.7,2010-03-09,4.3,2
1590,Care Bears To the Rescue,,,,,"[12, 16, 35, 10751]",57277,0.7,2010-04-03,4.0,2
1591,Phish: Alpine Valley,,,,,[10402],53546,0.699,2010-11-20,6.8,3
1592,Beirut - Cheap Magic Inside,,,,,"[28, 53, 10402]",61739,0.698,2010-12-15,5.3,2
1593,Thieves by Law,,,,,[],103894,0.697,2010-04-22,7.7,3
1594,No Crossover: The Trial of Allen Iverson,,,,,[99],143675,0.697,2010-04-13,7.3,10
1595,The Adonis Factor,,,,,[99],97724,0.697,2010-06-19,6.0,3
1596,Ocean Odyssey,,,,,[99],56004,0.697,2010-11-02,5.5,3
1597,The Heart is a Drum Machine,,,,,"[99, 10402]",53177,0.697,2010-03-09,5.3,3
1598,Neverlost,,,,,"[14, 53, 878]",81032,0.693,2010-06-06,5.7,9
1599,Jack's Family Adventure,,,,,"[10770, 12, 10751]",354661,0.692,2010-01-01,5.5,2
1600,The Jesus Movie,,,,,[10751],113734,0.692,2010-10-12,5.3,2
1601,Beg,,,,,"[27, 9648, 878]",28521,0.692,2010-05-15,2.0,2
1602,"Fear Nothing, Regret Less",,,,,"[28, 35]",387448,0.691,2010-12-27,7.5,1
1603,Despair,,,,,[18],250385,0.691,2010-08-05,6.2,11
1604,Zombie Apocalypse,,,,,"[27, 878]",39572,0.689,2010-01-01,2.5,3
1605,"Hey, Boo: Harper Lee & To Kill a Mockingbird",,,,,[99],70758,0.685,2011-05-13,8.0,3
1606,Jack Chop,,,,,[],425204,0.684,2010-09-25,8.0,3
1607,Murder by Proxy:  How America Went Postal,,,,,[99],103667,0.684,2010-01-01,7.7,3
1608,Portraits in a Sea of Lies,,,,,[18],108309,0.684,2010-05-21,7.0,3
1609,Back From Hell: A Tribute to Sam Kinison,,,,,"[35, 99]",124804,0.684,2010-02-06,6.2,3
1610,Jane's Addiction: Live Voodoo,,,,,[10402],81526,0.684,2010-08-31,6.2,3
1611,Metallica: Fan Can 6,,,,,[10402],66651,0.684,2010-11-26,6.2,3
1612,In Session: Albert King With Stevie Ray Vaughan,,,,,[10402],101182,0.684,2010-11-09,6.0,3
1613,Follow Me,,,,,[99],46506,0.684,2010-01-26,6.0,3
1614,Jonatan Spang: Super Meget Spang,,,,,[35],35273,0.684,2010-03-30,6.0,3
1615,One Night Stand,,,,,"[53, 18]",286486,0.684,2010-07-07,5.8,3
1616,The Nino Brown Story: Part II,,,,,"[99, 10402]",56447,0.684,2010-03-23,5.8,3
1617,Beyond Gay: The Politics of Pride,,,,,"[99, 36]",113190,0.684,2010-03-26,5.2,3
1618,Mega Man,,,,,"[28, 18, 878]",37668,0.684,2010-05-07,5.0,3
1619,Gabi on the Roof in July,,,,,[35],102743,0.684,2010-02-27,4.8,3
1620,Robin: The Story of Dick Grayson,,,,,[99],339231,0.684,2010-07-27,4.7,3
1621,American Sunset,,,,,[53],247987,0.684,2010-01-25,4.3,3
1622,One Week Job,,,,,[99],68243,0.684,2010-06-28,4.3,3
1623,Prince of Broadway,,,,,"[35, 18]",87081,0.683,2010-09-03,6.7,3
1624,The Kennedy Detail,,,,,[99],293462,0.674,2010-12-02,5.0,1
1625,Kawa,,,,,[18],105891,0.67,2010-10-17,6.5,2
1626,National Geographic Drugs Inc Marijuana,,,,,[99],72469,0.669,2010-07-12,7.0,2
1627,The Candy Shop,,,,,"[14, 18]",84653,0.669,2010-12-07,6.5,2
1628,David Garrett: Rock Symphonies,,,,,[10402],52733,0.667,2010-10-05,6.0,1
1629,Resident Evil: Afterlife,SGem,60100000.0,240100000,2010.0,"[28, 12, 27, 878]",35791,0.667,2010-09-10,5.9,2119
1630,Ghetto Physics: Will the Real Pimps and Hos Please Stand Up?,,,,,"[99, 18]",45319,0.666,2010-10-08,10.0,1
1631,Weird: The Al Yankovic Story,,,,,[35],265647,0.665,2010-03-22,10.0,1
1632,Christina,,,,,[18],211249,0.665,2010-11-04,9.0,1
1633,Spark of Being,,,,,"[18, 27, 878]",297631,0.665,2010-11-19,7.0,1
1634,Straight to Hell Returns,,,,,[37],114219,0.665,2010-01-01,2.0,1
1635,"Projekt dziecko, czyli ojciec potrzebny od zaraz",,,,,[35],68645,0.665,2010-09-06,2.0,1
1636,Salesman Pete and the Amazing Stone from Outer Space!,,,,,"[16, 35, 878]",47864,0.664,2010-09-20,5.0,2
1637,Alice Cooper: Theatre of Death,,,,,[10402],50706,0.663,2010-10-01,4.0,2
1638,Pearl Jam – Live in Texas (DVD),,,,,[],63009,0.662,2010-06-21,8.0,2
1639,Jamie Kennedy: Uncomfortable,,,,,[35],65824,0.662,2010-11-06,7.3,2
1640,Deuce of Spades,,,,,"[18, 53, 9648]",56296,0.662,2010-06-01,5.3,2
1641,Quadrangle,,,,,[99],91968,0.662,2010-03-30,3.8,2
1642,Rust,,,,,[18],46252,0.66,2010-10-07,8.0,1
1643,The Holy Roller,,,,,"[18, 53]",132275,0.66,2010-09-25,5.0,1
1644,Sons of Perdition,,,,,[99],82079,0.655,2010-04-24,6.6,9
1645,The Art of the Dynamic Shotgun,,,,,[],57027,0.654,2010-11-11,9.5,2
1646,The Oxbow Watermen Experience,,,,,[99],374898,0.654,2010-09-01,8.3,2
1647,Agents of Secret Stuff,,,,,"[28, 35]",51479,0.654,2010-11-23,7.4,9
1648,WWII in HD: The Air War,,,,,"[10752, 99]",334668,0.654,2010-11-10,7.3,2
1649,A Dream in Hanoi,,,,,[18],343719,0.654,2009-11-16,7.0,2
1650,Videosyncracy,,,,,[99],291069,0.654,2010-09-07,6.5,2
1651,One Wish,,,,,"[35, 18]",237641,0.654,2010-11-26,6.0,2
1652,Cold Water of the Sea,,,,,[18],156209,0.654,2010-10-10,6.0,2
1653,Leading Ladies,,,,,"[35, 10749]",87824,0.654,2010-11-06,6.0,2
1654,Detroit: Wild City,,,,,[99],81528,0.654,2010-11-29,6.0,2
1655,Jews and Baseball: An American Love Story,,,,,[99],77259,0.654,2010-01-01,6.0,2
1656,Boathouse Detectives,,,,,[10751],64159,0.654,2010-01-01,6.0,2
1657,Mary and Bill,,,,,"[35, 99]",300426,0.654,2010-12-31,5.3,2
1658,Jack + Jill,,,,,"[80, 18]",286489,0.654,2010-06-05,5.3,2
1659,Andy Mckee: Joyland,,,,,"[10402, 99]",267296,0.654,2010-03-23,5.3,2
1660,Video Games Live: Level 2,,,,,[10402],138076,0.654,2010-10-19,5.3,2
1661,Thuy Nga Paris By Night 100,,,,,[10402],69967,0.654,2010-10-07,5.3,2
1662,Mono: Holy Ground,,,,,"[99, 10402]",44609,0.654,2010-01-01,5.3,2
1663,Patent Absurdity,,,,,[99],38533,0.654,2010-04-24,5.3,2
1664,Sands of Fire - Part One,,,,,"[16, 10752]",35397,0.654,2010-03-28,5.3,2
1665,The Gold Retrievers,,,,,"[12, 35, 10751, 37]",41361,0.654,2010-07-06,5.0,2
1666,Symbolic - The Ultimate Death Tribute,,,,,[10402],61170,0.654,2010-01-01,4.8,2
1667,Pretenders - Live in London,,,,,[10402],56703,0.654,2010-02-09,4.8,2
1668,The Guest,,,,,[27],437834,0.654,2010-08-21,4.5,2
1669,The Cow Who Wanted To Be a Hamburger,,,,,"[16, 35]",284569,0.654,2010-03-12,4.5,2
1670,Loving Lampposts,,,,,[99],79851,0.654,2010-05-28,4.5,2
1671,24 Hours After Hiroshima,,,,,[99],71903,0.654,2010-04-05,4.5,2
1672,American Jihadist,,,,,[99],49528,0.654,2010-01-01,4.5,2
1673,Why Lie? I Need a Drink,,,,,"[99, 35]",277365,0.654,2010-11-16,4.3,2
1674,Blondie: 2010 Isle Of Wight Festival,,,,,[10402],85939,0.654,2010-06-12,4.3,2
1675,No Fun City,,,,,[99],80396,0.654,2010-10-11,4.3,2
1676,Obituary: Live Xecution,,,,,[10402],61162,0.654,2010-01-01,4.3,2
1677,Donnell Rawlings: From Ashy to Classy,,,,,[35],45917,0.654,2010-09-14,4.3,2
1678,Megadeth: Rust in Peace Live,,,,,[10402],45370,0.654,2010-09-07,4.3,2
1679,The Pact,,,,,[35],50290,0.654,2010-09-20,4.0,2
1680,"Time's Up, Eve",,,,,"[27, 9648]",102122,0.654,2010-10-12,3.5,2
1681,Apart,,,,,[],175388,0.654,2010-03-08,3.0,2
1682,Half Moon,,,,,"[18, 27]",58206,0.654,2010-10-01,3.0,2
1683,Flatline,,,,,[],149733,0.654,2010-01-01,1.5,2
1684,Change Nothing,,,,,"[99, 10402]",85474,0.653,2010-11-03,8.5,2
1685,2210: The Collapse?,,,,,[99],51075,0.639,2010-09-18,7.0,1
1686,Empusa,,,,,[],28397,0.634,2010-05-01,6.0,1
1687,The Perfect Gentleman,,,,,"[18, 53]",441356,0.633,2010-09-16,6.0,1
1688,For Love of Liberty: The Story of America's Black Patriots,,,,,[99],33249,0.629,2010-01-01,8.0,1
1689,Bullet For My Valentine Rock AM Ring,,,,,"[99, 10402]",124754,0.628,2010-07-04,10.0,1
1690,Novogodniy Detektiv,,,,,"[35, 10749]",62681,0.628,2010-12-20,7.0,1
1691,The Panels of São Vicente de Fora: A Poetic Vision,,,,,[],274041,0.628,2010-09-21,6.0,1
1692,Alejandro Sanz - Canciones Para Un Paraiso En Vivo,,,,,[10402],135175,0.628,2010-07-05,6.0,1
1693,"Je T'aime, I Love You Terminal",,,,,[],67108,0.628,2010-01-01,6.0,1
1694,Saint Misbehavin': The Wavy Gravy Movie,,,,,[99],48307,0.628,2010-12-08,6.0,1
1695,Sitting,,,,,[],360508,0.628,2010-09-19,5.0,1
1696,Online Crush,,,,,[],333926,0.628,2010-01-01,1.0,1
1697,Treacherous,,,,,[18],99948,0.628,2010-07-16,1.0,1
1698,Chronic Town,,,,,"[18, 28, 53]",91443,0.626,2008-04-03,6.0,1
1699,Luther Allison: Songs from the Road,,,,,[10402],522644,0.624,2010-01-01,10.0,1
1700,A Certified Man,,,,,[35],467923,0.624,2010-12-16,10.0,1
1701,Jealous Jerzy,,,,,[18],467167,0.624,2010-07-16,10.0,1
1702,Cirque de Chine,,,,,[],414955,0.624,2010-01-01,10.0,1
1703,Swing,,,,,[],141945,0.624,2010-03-02,10.0,1
1704,Oasis: Time Flies 1994-2009,,,,,[10402],80686,0.624,2010-06-09,10.0,1
1705,March of The Living,,,,,[],65411,0.624,2010-09-24,10.0,1
1706,True Champion: The Johnny Campbell Story,,,,,[],51732,0.624,2010-08-01,10.0,1
1707,Human resources: Social engineering in the 20th century,,,,,[99],62381,0.624,2010-12-01,9.5,1
1708,The Gift,,,,,"[9648, 18, 14]",325303,0.624,2010-01-01,9.0,1
1709,Kathy Griffin: Whores on Crutches,,,,,[35],155102,0.624,2010-11-02,9.0,1
1710,Opeth: In Live Concert At The Royal Albert Hall,,,,,[10402],45644,0.624,2010-09-21,8.4,9
1711,Servants of Mercy,,,,,[],433335,0.624,2010-01-01,8.0,1
1712,Uncle Bob,,,,,[99],270025,0.624,2010-06-26,8.0,1
1713,Crater Face,,,,,"[878, 10749, 16, 28]",264399,0.624,2010-05-02,8.0,1
1714,Enemy of The State: Camp FEMA Part 2,,,,,[99],71170,0.624,2010-11-02,7.5,1
1715,A Lost and Found Box of Human Sensation,,,,,[16],460656,0.624,2010-06-25,7.0,1
1716,Fighting Fish,,,,,[18],436941,0.624,2010-04-20,7.0,1
1717,Touch,,,,,[18],342496,0.624,2010-03-29,7.0,1
1718,The Yellow Bank,,,,,[99],332457,0.624,2010-01-01,7.0,1
1719,Naked Trip,,,,,"[18, 53]",291626,0.624,2010-04-10,7.0,1
1720,My Sex Robot,,,,,[],291129,0.624,2010-09-07,7.0,1
1721,Daddy I Do,,,,,[99],271735,0.624,2010-01-14,7.0,1
1722,Trading on Thin Air,,,,,[],168543,0.624,2010-01-01,7.0,1
1723,"No Woman, No Cry",,,,,[99],136043,0.624,2010-04-24,7.0,1
1724,Forged,,,,,"[18, 28]",103744,0.624,2010-07-31,7.0,1
1725,Jelly,,,,,"[35, 10749]",93251,0.624,2010-01-23,7.0,1
1726,Dio: The Legend Live,,,,,[],84380,0.624,2010-12-28,7.0,1
1727,The Real Story of Christmas,,,,,[99],373975,0.624,2010-12-01,6.5,1
1728,Sacred Earth,,,,,[],75050,0.624,2010-01-25,6.5,1
1729,"Mountains That Take Wing: Angela Davis & Yuri Kochiyama- A Conversation on Life, Struggles, and Liberation",,,,,[99],579150,0.624,2010-06-17,6.0,1
1730,Works of Art,,,,,[18],438346,0.624,2010-01-02,6.0,1
1731,Unrequited Love,,,,,"[14, 18]",428478,0.624,2010-05-06,6.0,1
1732,STRONGHOLD: In the Grip of Wrestling,,,,,[99],353155,0.624,2009-10-18,6.0,1
1733,Swine,,,,,"[28, 878]",100689,0.624,2010-01-01,6.0,1
1734,Seducing Charlie Barker,,,,,[35],85465,0.624,2010-03-27,6.0,1
1735,Candlemass - Ashes To Ashes,,,,,[10402],61028,0.624,2010-06-29,6.0,1
1736,Meeting Spencer,,,,,[35],59982,0.624,2010-01-01,6.0,1
1737,(Astro) Turf Wars,,,,,[99],49059,0.624,2010-10-16,6.0,1
1738,Sedona's Rule,,,,,[],279774,0.624,2010-11-01,5.5,1
1739,Madeline's Christmas,,,,,"[10751, 16]",72157,0.624,2010-10-19,5.5,1
1740,Future So Bright,,,,,[99],424522,0.624,2010-10-02,5.0,1
1741,Tokoloshe,,,,,[99],386357,0.624,2010-11-11,5.0,1
1742,Irma,,,,,[99],345350,0.624,2010-10-10,5.0,1
1743,Bummer Summer,,,,,[18],176690,0.624,2010-01-02,5.0,1
1744,Tetherball: The Movie,,,,,[35],144907,0.624,2010-01-01,5.0,1
1745,The Dead Sleep,,,,,[53],132281,0.624,2010-01-01,5.0,1
1746,Gravity was everywhere back then,,,,,"[16, 878]",101576,0.624,2010-05-10,5.0,1
1747,Scrappers,,,,,[99],81584,0.624,2010-01-01,5.0,1
1748,Breaking the Press,,,,,"[18, 10751]",81224,0.624,2010-05-01,5.0,1
1749,Kick Off,,,,,[18],44312,0.624,2010-02-11,5.0,1
1750,The Island Inside,,,,,"[18, 53, 9648]",96220,0.624,2010-04-09,4.5,1
1751,Bikini Royale 2,,,,,[],150785,0.624,2010-01-18,4.0,1
1752,Iodine,,,,,[],135878,0.624,2010-04-09,4.0,1
1753,Asfaltenglene,,,,,"[10751, 12]",69246,0.624,2010-02-26,4.0,1
1754,The Maniac Project,,,,,[27],301382,0.624,2010-09-21,3.0,1
1755,Armless,,,,,[35],61033,0.624,2010-01-22,3.0,1
1756,Remove All Obstacles,,,,,[],439198,0.624,2010-12-11,2.0,1
1757,Do Not Disturb,,,,,"[35, 27]",230997,0.624,2010-01-01,2.0,1
1758,Zombie Bankers,,,,,"[27, 18, 35]",211400,0.624,2010-02-02,2.0,1
1759,Blood Pigs,,,,,[27],156704,0.624,2010-10-15,2.0,1
1760,3 Magic Words,,,,,[99],89887,0.624,2010-12-30,2.0,1
1761,Circle of Fury,,,,,"[28, 12]",49904,0.624,2010-09-14,2.0,1
